GO:0006520	+_10893_12407_YP_498616.1;+_79885_80730_YP_498675.1;-_157955_158719_YP_498746.1;-_158735_159976_YP_498747.1;-_159988_161019_YP_498748.1;-_161058_162242_YP_498749.1;-_349131_349883_YP_498927.1;+_381705_383246_YP_498964.1;+_422377_423291_YP_499006.1;+_433333_437832_YP_499018.1;+_437850_439313_YP_499019.1;+_486775_487707_YP_499065.1;+_487923_488726_YP_499066.1;+_488704_489069_YP_499067.1;+_489066_489542_YP_499068.1;+_501030_501590_YP_499073.1;+_513064_513711_YP_499083.1;+_541784_542860_YP_499108.1;+_705285_705878_YP_499281.1;+_807550_808266_YP_499386.1;+_810016_810396_YP_499390.1;+_857718_858908_YP_499447.1;+_859017_860261_YP_499448.1;-_861935_863314_YP_499451.1;-_863304_864509_YP_499452.1;-_978260_979120_YP_499557.1;+_981887_982558_YP_499562.1;+_1081621_1082622_YP_499671.1;+_1082645_1083577_YP_499672.1;+_1115680_1116561_YP_499706.1;+_1117855_1118955_YP_499708.1;+_1118948_1122121_YP_499709.1;+_1242806_1244146_YP_499818.1;-_1252406_1253431_YP_499838.1;-_1261844_1263226_YP_499849.1;+_1263417_1264697_YP_499850.1;+_1264703_1265764_YP_499851.1;+_1265766_1266680_YP_499852.1;-_1307655_1308746_YP_499891.1;+_1312409_1313407_YP_499895.1;+_1313409_1314191_YP_499896.1;+_1314191_1314823_YP_499897.1;+_1336826_1338031_YP_499921.1;+_1338095_1339084_YP_499922.1;+_1340000_1340692_YP_499924.1;+_1340719_1341438_YP_499925.1;+_1342737_1343822_YP_499927.1;+_1343812_1345077_YP_499928.1;-_1370008_1370487_YP_499959.1;-_1407995_1409035_YP_499972.1;-_1409130_1410248_YP_499973.1;-_1438010_1439308_YP_499999.1;-_1439318_1440382_YP_500000.1;-_1440408_1441574_YP_500001.1;+_1451215_1452183_YP_500016.1;-_1541178_1541630_YP_500131.1;-_1551982_1553454_YP_500145.1;-_1553447_1554793_YP_500146.1;-_1554813_1555904_YP_500147.1;-_1556063_1556587_YP_500148.1;-_1607427_1608233_YP_500209.1;-_1609895_1610581_YP_500212.1;-_1643681_1644133_YP_500248.1;-_1656452_1656907_YP_500258.1;-_1723528_1724646_YP_500323.1;+_1737920_1739524_YP_500339.1;-_1750435_1752102_YP_500350.1;-_1757870_1758961_YP_500356.1;-_1773868_1774716_YP_500370.1;+_1797483_1798484_YP_500387.1;+_2008738_2009532_YP_500625.1;+_2111800_2113488_YP_500763.1;+_2113516_2115285_YP_500764.1;+_2115676_2116680_YP_500766.1;+_2116710_2118239_YP_500767.1;+_2118242_2119288_YP_500768.1;+_2119302_2120672_YP_500769.1;+_2120673_2121245_YP_500770.1;+_2121260_2122528_YP_500771.1;-_2176319_2177557_YP_500830.1;-_2190064_2191674_YP_500844.1;-_2217066_2218871_YP_500875.1;-_2236155_2237063_YP_500884.1;-_2395158_2396396_YP_501067.1;-_2396396_2398057_YP_501068.1;-_2400198_2401133_YP_501071.1;-_2535530_2537107_YP_501219.1;-_2642167_2643711_YP_501325.1;-_2682287_2682658_YP_501369.1;-_2726743_2727684_YP_501416.1;-_2727701_2729131_YP_501417.1;-_2729222_2730232_YP_501418.1;-_2730265_2731500_YP_501419.1;-_2731847_2732296_YP_501421.1;-_2784243_2784821_YP_501459.1
GO:0007165	-_202049_202807_YP_498781.1;+_652088_652762_YP_499224.1;-_721561_722478_YP_499296.1;+_1258312_1258914_YP_499844.1;-_1700396_1701100_YP_500304.1;-_1884694_1885317_YP_500477.1;-_1972956_1973585_YP_500589.1;-_1986583_1987530_YP_500606.1;+_2147108_2147803_YP_500794.1;+_2427980_2428654_YP_501105.1;-_2458889_2459491_YP_501137.1;-_2718584_2719249_YP_501407.1;-_2819008_2820387_YP_501498.1
GO:0000003	+_1093490_1093891_YP_499686.1;+_1098730_1100049_YP_499690.1
GO:0016746	+_16106_17074_YP_498620.1;+_92458_93234_YP_498687.1;-_158735_159976_YP_498747.1;+_186429_188435_YP_498768.1;+_205909_208158_YP_498784.1;-_214247_215431_YP_498792.1;+_337068_337613_YP_498913.1;+_347867_349048_YP_498926.1;+_429602_430087_YP_499014.1;+_444668_445192_YP_499024.1;+_469576_470928_YP_499050.1;+_513064_513711_YP_499083.1;+_567451_568590_YP_499130.1;+_577074_578060_YP_499142.1;+_578135_578899_YP_499143.1;+_597409_597885_YP_499168.1;-_650530_651036_YP_499222.1;+_670865_671308_YP_499243.1;+_672287_672829_YP_499246.1;+_792193_792723_YP_499367.1;-_806087_806581_YP_499384.1;+_880619_882433_YP_499464.1;+_886283_887428_YP_499467.1;+_891145_892086_YP_499473.1;+_892098_893342_YP_499474.1;+_920031_920801_YP_499500.1;+_951199_951750_YP_499532.1;-_962303_963313_YP_499543.1;+_1010590_1011882_YP_499591.1;-_1089694_1090134_YP_499680.1;+_1148668_1149654_YP_499735.1;+_1149647_1150573_YP_499736.1;+_1150566_1151300_YP_499737.1;+_1168072_1168980_YP_499754.1;+_1170353_1171597_YP_499756.1;-_1291389_1291997_YP_499878.1;+_1317073_1318335_YP_499900.1;+_1318354_1319613_YP_499901.1;+_1340719_1341438_YP_499925.1;-_1355915_1357183_YP_499943.1;-_1364790_1365299_YP_499951.1;-_1534633_1535907_YP_500126.1;-_1550243_1551073_YP_500143.1;-_1742505_1743122_YP_500343.1;+_1754417_1755049_YP_500352.1;-_2083949_2084392_YP_500731.1;-_2108730_2109755_YP_500758.1;-_2109748_2110158_YP_500759.1;+_2116710_2118239_YP_500767.1;-_2192652_2193512_YP_500846.1;+_2322849_2323736_YP_500984.1;-_2330437_2331702_YP_500991.1;-_2345739_2346509_YP_501013.1;-_2437687_2438202_YP_501113.1;-_2439443_2439778_YP_501115.1;-_2472598_2473134_YP_501148.1;+_2479197_2480447_YP_501158.1;+_2605725_2606009_YP_501286.1;+_2612755_2613246_YP_501294.1;+_2631557_2632723_YP_501316.1;-_2643901_2644500_YP_501326.1;-_2655795_2656283_YP_501336.1;-_2657586_2659397_YP_501338.1;-_2659909_2660397_YP_501339.1;-_2770722_2771222_YP_501446.1;-_2790634_2791131_YP_501466.1;+_2806255_2807049_YP_501482.1
GO:0003924	+_531033_533114_YP_499101.1;+_533331_534515_YP_499102.1;+_930208_931770_YP_499509.1;+_1023661_1025508_YP_499605.1;+_1140423_1141298_YP_499727.2;+_1156336_1157586_YP_499742.1;+_1157931_1159298_YP_499744.1;+_1196409_1198526_YP_499779.1;+_1239681_1240919_YP_499815.1;-_1411621_1415061_YP_499975.1;-_1581786_1582685_YP_500179.2;-_1597933_1599756_YP_500198.1;-_1608247_1609347_YP_500210.1;-_1656920_1658212_YP_500259.1;-_1677126_1677716_YP_500282.1;+_2355852_2356466_YP_501025.1;-_2819008_2820387_YP_501498.1
GO:0006605	+_517734_517916_YP_499089.2;+_749940_752471_YP_499326.1;+_1156336_1157586_YP_499742.1;+_1157931_1159298_YP_499744.1;-_2307652_2308944_YP_500959.1;-_2752139_2754529_YP_501434.1;-_2758578_2759789_YP_501438.1
GO:0043234	+_2156_3289_YP_498610.1;-_108121_108894_YP_498704.1;-_109108_110064_YP_498705.1;+_191492_192589_YP_498772.1;-_341747_342403_YP_498917.1;-_342465_342689_YP_498918.1;+_424711_425736_YP_499008.1;+_445285_446958_YP_499025.1;-_629739_630533_YP_499201.1;+_729365_730336_YP_499303.1;+_759662_762508_YP_499337.1;+_782057_783361_YP_499355.1;+_810016_810396_YP_499390.1;+_813120_814145_YP_499396.1;+_1014431_1015525_YP_499595.1;+_1062563_1064344_YP_499646.2;+_1177664_1178209_YP_499761.1;+_1178275_1179678_YP_499762.1;+_1229310_1231319_YP_499806.1;+_1234933_1236606_YP_499810.1;+_1272661_1273638_YP_499860.1;-_1328427_1329278_YP_499912.1;-_1355915_1357183_YP_499943.1;-_1446045_1447043_YP_500009.1;-_1542921_1543151_YP_500133.1;-_1543144_1544481_YP_500134.1;-_1546679_1547143_YP_500138.1;-_1557945_1558256_YP_500153.1;-_1600398_1601372_YP_500200.1;-_1655836_1656438_YP_500257.1;-_1710978_1711922_YP_500313.1;-_1711922_1712779_YP_500314.1;-_1798606_1799070_YP_500388.1;-_1887898_1889283_YP_500480.1;+_2120673_2121245_YP_500770.1;-_2167444_2167848_YP_500819.1;-_2167868_2169280_YP_500820.1;-_2169302_2170168_YP_500821.2;-_2170199_2171707_YP_500822.1;-_2171729_2172268_YP_500823.1;-_2172268_2172789_YP_500824.1;-_2172987_2173199_YP_500825.1;-_2173242_2173970_YP_500826.1;-_2302023_2302883_YP_500950.1;-_2302880_2303689_YP_500951.1;-_2336049_2337071_YP_501000.1;+_2344770_2345567_YP_501012.1;-_2461095_2461772_YP_501140.1;-_2462333_2463778_YP_501142.1;-_2463882_2467571_YP_501143.1
GO:0005829	+_580411_581394_YP_499145.1;+_2798571_2799209_YP_501474.1
GO:0016757	+_102361_103068_YP_498698.1;+_378330_378908_YP_498961.1;+_482597_483136_YP_499062.1;+_628914_629678_YP_499200.1;+_632891_633952_YP_499204.1;+_764108_764947_YP_499339.1;-_926875_928050_YP_499506.1;+_984719_986203_YP_499564.1;+_1113600_1114127_YP_499704.1;+_1122923_1123534_YP_499711.1;+_1312409_1313407_YP_499895.1;-_1363708_1364778_YP_499950.1;-_1646762_1647280_YP_500250.1;-_1652611_1653750_YP_500254.1;-_1921166_1921975_YP_500509.1;-_2005989_2007458_YP_500623.2;-_2175662_2176291_YP_500829.1;-_2199613_2200914_YP_500854.1;+_2202170_2202880_YP_500857.1;-_2653176_2654303_YP_501334.1;-_2750613_2752121_YP_501433.1;+_2775165_2776403_YP_501451.1;-_2782162_2782788_YP_501457.1;-_2782794_2783549_YP_501457.1;-_2784243_2784821_YP_501459.1;-_2787637_2788251_YP_501463.1
GO:0016810	+_266436_267428_YP_498842.1;-_349131_349883_YP_498927.1;+_427610_428614_YP_499011.1;+_545248_545718_YP_499113.1;-_558642_559520_YP_499121.1;+_694195_695376_YP_499269.1;-_978260_979120_YP_499557.1;+_981887_982558_YP_499562.1;+_987808_989286_YP_499567.1;-_1006693_1007244_YP_499587.1;+_1116579_1117853_YP_499707.1;+_1133637_1134125_YP_499721.1;+_1451215_1452183_YP_500016.1;-_1572583_1573683_YP_500171.1;-_1582686_1583090_YP_500181.1;-_1603635_1604066_YP_500202.1;-_1642809_1643684_YP_500247.1;-_1799083_1800264_YP_500389.1;-_1800914_1801918_YP_500391.1;-_1806777_1807631_YP_500396.1;-_1928146_1930044_YP_500520.1;+_2019315_2020355_YP_500636.1;+_2078215_2079438_YP_500727.1;+_2092116_2092901_YP_500741.1;-_2161552_2162241_YP_500810.1;-_2236155_2237063_YP_500884.1;+_2352254_2352556_YP_501020.1;+_2352570_2352980_YP_501021.1;+_2352977_2354692_YP_501022.1;-_2395158_2396396_YP_501067.1;-_2400198_2401133_YP_501071.1;+_2627999_2628430_YP_501311.1;-_2730265_2731500_YP_501419.1;+_2744259_2746118_YP_501429.1;+_2776669_2777541_YP_501453.1;-_2782162_2782788_YP_501457.1;-_2782794_2783549_YP_501457.1;-_2789392_2790516_YP_501465.1
